date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:03:23	46027/46027	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:23%20GMT	https://www.oikoscrap.com.ar/	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/index.html	(from )
07:03:23	160/160	---M--	200	added ('OK')	text/plain	date:Tue,%2019%20Jul%202022%2018:07:52%20GMT	https://www.oikoscrap.com.ar/robots.txt		(from )
07:03:23	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2010:03:23%20GMT	https://www.oikoscrap.com.ar/info@oikoscrap.com.ar	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/info_oikoscrap.com.0.delayed	(from )
07:03:24	47782/47782	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jan%202024%2010:03:23%20GMT	https://www.oikoscrap.com.ar/assets/images/favicon.png	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/images/favicon.png	(from )
07:03:24	8705/8705	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jan%202024%2010:03:24%20GMT	https://www.oikoscrap.com.ar/assets/images/logo.png	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/images/logo.png	(from )
07:03:24	159515/159515	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:24%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/bootstrap.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/bootstrap.min.css	(from )
07:03:24	56842/56842	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:24%20GMT	https://www.oikoscrap.com.ar/assets/theme/fonts/css/all.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/fonts/css/all.min.css	(from )
07:03:24	28285/28285	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:24%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/custom.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/custom.css	(from )
07:03:25	95509/95509	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:24%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/stylesheet.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/stylesheet.css	(from )
07:03:25	7220/7220	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:25%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/navbar.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/navbar.css	(from )
07:03:25	13141/13141	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:25%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/responsive.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/responsive.css	(from )
07:03:25	1280/1280	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:25%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/slick.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/slick.min.css	(from )
07:03:26	3025/3025	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:25%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/owl.carousel.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/owl.carousel.min.css	(from )
07:03:26	1860/1860	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:26%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/flickity.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/flickity.min.css	(from )
07:03:26	75783/75783	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:26%20GMT	https://www.oikoscrap.com.ar/assets/theme/js/modernizr-custom.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/js/modernizr-custom.js	(from )
07:03:26	392786/392786	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:26%20GMT	https://www.oikoscrap.com.ar/assets/css/main-rocha.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/main-rocha.css	(from )
07:03:26	3784/3784	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:26%20GMT	https://www.oikoscrap.com.ar/assets/css/lightbox.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/lightbox.css	(from )
07:03:27	15055/15055	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:26%20GMT	https://www.oikoscrap.com.ar/assets/css/estilos-rocha.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/estilos-rocha.css	(from )
07:03:27	15197/15197	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:27%20GMT	https://www.oikoscrap.com.ar/assets/css/select2.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/select2.min.css	(from )
07:03:27	193033/193033	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:27%20GMT	https://www.oikoscrap.com.ar/assets/css/loading.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/loading.css	(from )
07:03:27	2947/2947	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:27%20GMT	https://www.oikoscrap.com.ar/assets/css/auto-complete.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/auto-complete.css	(from )
07:03:28	6048/6048	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:27%20GMT	https://www.oikoscrap.com.ar/assets/css/toastr.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/toastr.min.css	(from )
07:03:28	4512/4512	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:28%20GMT	https://www.oikoscrap.com.ar/assets/css/progress-wizard.min.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/progress-wizard.min.css	(from )
07:03:28	170/170	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:28%20GMT	https://www.oikoscrap.com.ar/assets/css/custom-rocha.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/css/custom-rocha.css	(from )
07:03:28	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2010:03:28%20GMT	https://www.oikoscrap.com.ar/1	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/1.16.delayed	(from )
